,GasLimit,GasUsage,Value,Method,Args
0,1104038,1004038 (90.94%),0 Ether ($0.00) ,constructor,[]
1,52778,52778 (100%),0 Ether ($0.00) ,transfer,"[['address', '0x7218DEf1794E15502F574B3c19970466F252C235'], ['uint256', '2000000000000000000']]"
2,23192,23192 (100%),0 Ether ($0.00) ,transfer,"[['address', '0x7218DEf1794E15502F574B3c19970466F252C235'], ['uint256', '2000000000000000000']]"
3,23256,23256 (100%),0 Ether ($0.00) ,transfer,"[['address', '0x7218DEf1794E15502F574B3c19970466F252C235'], ['uint256', '98000000000000000000']]"
4,50000,37842 (75.68%),0 Ether ($0.00) ,transfer,"[['address', '0x7218DEf1794E15502F574B3c19970466F252C235'], ['uint256', '98000000000000000000']]"
5,50000,50000 (100%),0 Ether ($0.00) ,transfer,"[['address', '0xF7067B701981D41f5105C22cCb68Ed1b9f3AFC08'], ['uint256', '10000000000000000000']]"
6,80000,52778 (65.97%),0 Ether ($0.00) ,transfer,"[['address', '0xF7067B701981D41f5105C22cCb68Ed1b9f3AFC08'], ['uint256', '10000000000000000000']]"
7,60000,52778 (87.96%),0 Ether ($0.00) ,transfer,"[['address', '0x3EAaE456f6F941e832A41f72598b3424aED98F39'], ['uint256', '2000000000000000000']]"
8,210000,37970 (18.08%),0 Ether ($0.00) ,transfer,"[['address', '0xB308D480458EdBA7433Cc5472520e3d674A712f4'], ['uint256', '130999890000000000000000000']]"
