,GasLimit,GasUsage,Value,Method,Args
0,1444912,1444912 (100%),0 Ether ($0.00) ,constructor,[]
1,52951,52951 (100%),0 Ether ($0.00) ,transfer,"[['address', '0x80370d7F00332B2d5693Cb485b2d69680F44eF99'], ['uint256', '1']]"
2,23000,23000 (100%),0 Ether ($0.00) ,transfer,"[['address', '0x80370d7F00332B2d5693Cb485b2d69680F44eF99'], ['uint256', '10000000']]"
3,38079,38079 (100%),0 Ether ($0.00) ,transfer,"[['address', '0x80370d7F00332B2d5693Cb485b2d69680F44eF99'], ['uint256', '10000000']]"
4,63204,42136 (66.67%),0 Ether ($0.00) ,approve,"[['address', '0x73282A63F0e3D7e9604575420F777361ecA3C86A'], ['uint256', '1000000000000000000000']]"
5,46679,42436 (90.91%),0 Ether ($0.00) ,approve,"[['address', '0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D'], ['uint256', '115792089237316195423570985008687907853269984665640564039457584007913129639935']]"
6,36516,22936 (62.81%),0 Ether ($0.00) ,approve,"[['address', '0x73282A63F0e3D7e9604575420F777361ecA3C86A'], ['uint256', '1000000000000000000000']]"
