0,LescoinPreSale,
1,address,0x3792375ce0f6ae0fc0b6de268df177f9b6dc3381
2,address,0x017a919cee0ab16e846782e1d9e633ebffd5ce6b
3,uint256,24000
4,uint256,100
5,address,0xc704af1c1b08cdb2dd6ad2280a68cbc54b74b147
