,GasLimit,GasUsage,Value,Method,Args
0,108320,108320 (100%),0 Ether ($0.00) ,constructor,[]
1,48574,24402 (50.24%),0 Ether ($0.00) ,callAddress,"[['address', '0x2130FdA6b4d6d2d549E54241AdA5E2c903b0EFEE']]"
2,48574,24402 (50.24%),0 Ether ($0.00) ,callAddress,"[['address', '0x2130FdA6b4d6d2d549E54241AdA5E2c903b0EFEE']]"
3,48575,23588 (48.56%),0 Ether ($0.00) ,callAddress,"[['address', '0x2130FdA6b4d6d2d549E54241AdA5E2c903b0EFEE']]"
4,49388,24401 (49.41%),0 Ether ($0.00) ,callAddress,"[['address', '0x2130FdA6b4d6d2d549E54241AdA5E2c903b0EFEE']]"
5,49389,24402 (49.41%),0 Ether ($0.00) ,callAddress,"[['address', '0x2130FdA6b4d6d2d549E54241AdA5E2c903b0EFEE']]"
6,24402,24402 (100%),0 Ether ($0.00) ,callAddress,"[['address', '0x2130FdA6b4d6d2d549E54241AdA5E2c903b0EFEE']]"
